farmer_id,gender,age,is_youth,is_pwd,disability_type,farmer_type,has_land_title,county,crop,crop_stage,season,phone_type,preferred_channel,preferred_language,literacy_level,loan_request,completed_repayment_history,missed_repayment,has_formal_credit_history,has_sales_records,has_buyer_records,active_savings_group,savings_group_reliability,cooperative_member,cooperative_reliability,cooperative_repayment_score,reliable_buyer,buyer_payment_reliability,verified_input_purchase,input_purchase_count,input_purchase_frequency,extension_support,mobile_money_consistency,peer_lending_reliability,seasonal_income_pattern,market_payment_consistency,climate_risk_level,pest_risk_level,market_delay_risk,localized_pest_outbreak,localized_drought_exposure,latent_repayment_probability,repayment_outcome,target_repaid_on_time
SYN-29658,female,65,False,False,,Women farmer,False,Makueni,Maize,planting,dry_season,feature_phone,ussd,sw,medium,7760,True,True,True,True,True,True,strong,True,strong,60.0,True,strong,True,3,medium,False,medium,medium,moderate,medium,high,medium,low,medium,high,0.8863,late,0
SYN-28207,female,47,False,False,,Women farmer,False,Kakamega,Tomatoes,planting,long_rains,smartphone,ussd,en,low,22784,True,False,False,True,False,True,medium,False,none,,False,none,True,7,high,True,low,medium,moderate,medium,low,medium,low,low,low,0.8883,on_time,1
SYN-05647,female,47,False,False,,Women farmer,True,Nakuru,Maize,planting,short_rains,feature_phone,ussd,en,high,9777,False,False,True,True,False,False,none,False,none,,True,medium,True,3,medium,False,low,medium,moderate,strong,medium,high,medium,high,medium,0.6657,restructured,0
SYN-23435,female,21,True,False,,Youth farmer,True,Uasin Gishu,Potatoes,planting,long_rains,shared_phone,ussd,sw,low,11719,True,False,False,False,True,True,strong,False,none,,True,strong,False,0,none,False,low,medium,unknown,strong,high,high,low,low,high,0.6909,defaulted,0
SYN-02376,male,29,True,False,,Youth farmer,True,Uasin Gishu,Tomatoes,harvest,dry_season,smartphone,ussd,en,medium,17941,False,False,False,False,False,False,none,False,none,,False,none,True,1,low,False,low,none,stable,weak,low,medium,high,medium,low,0.2957,restructured,0
SYN-13615,male,61,False,False,,Smallholder farmer,False,Kisumu,Maize,planting,long_rains,feature_phone,ussd,en,medium,11010,True,False,True,True,False,False,none,True,medium,44.0,True,medium,True,3,medium,False,medium,strong,moderate,weak,low,low,medium,low,low,0.9273,fully_repaid,1
SYN-06804,male,21,True,False,,Youth farmer,False,Makueni,Maize,planting,long_rains,shared_phone,ussd,sw,low,6876,False,True,False,True,False,False,none,False,none,,False,none,False,0,none,True,medium,weak,moderate,strong,high,medium,low,medium,high,0.1454,restructured,0
SYN-08196,female,23,True,False,,Youth farmer,False,Makueni,Vegetables,planting,long_rains,feature_phone,ussd,sw,medium,16460,True,False,False,True,False,False,none,False,none,,False,none,True,2,medium,False,low,weak,moderate,none,high,medium,low,medium,high,0.263,restructured,0
SYN-04010,male,53,False,False,,Smallholder farmer,False,Kakamega,Beans,vegetative,short_rains,feature_phone,ussd,sw,low,7361,True,False,True,True,False,False,none,True,weak,35.0,True,medium,False,0,none,False,high,strong,moderate,weak,medium,high,high,high,medium,0.4942,fully_repaid,1
SYN-01529,female,23,True,False,,Youth farmer,False,Kisumu,Potatoes,vegetative,long_rains,smartphone,sms,sw,medium,7949,False,False,True,False,True,True,medium,True,medium,72.0,True,weak,True,2,medium,False,high,none,stable,none,high,medium,low,medium,high,0.4961,restructured,0
SYN-25970,male,38,False,False,,Smallholder farmer,False,Uasin Gishu,Sorghum,flowering,long_rains,feature_phone,ussd,en,low,9321,False,True,False,False,False,True,medium,True,weak,43.0,False,none,False,0,none,True,medium,strong,stable,strong,medium,medium,low,none,medium,0.7137,restructured,0
SYN-03324,male,66,False,False,,Smallholder farmer,False,Uasin Gishu,Potatoes,planting,long_rains,feature_phone,ussd,sw,medium,13610,True,False,True,False,True,True,weak,True,weak,64.0,True,weak,True,1,low,False,medium,none,moderate,strong,medium,low,medium,low,medium,0.9252,fully_repaid,1
SYN-20135,male,58,False,False,,Smallholder farmer,True,Nakuru,Potatoes,planting,long_rains,smartphone,app,en,high,13732,False,False,False,True,False,False,none,False,none,,False,none,True,3,medium,True,medium,medium,unknown,none,medium,medium,low,medium,medium,0.3915,late,0
SYN-04494,male,18,True,False,,Youth farmer,False,Nakuru,Potatoes,planting,long_rains,feature_phone,ussd,sw,low,11861,False,False,False,False,False,False,none,True,strong,64.0,False,none,True,3,medium,False,high,weak,unknown,weak,medium,high,low,medium,medium,0.3323,restructured,0
SYN-25011,female,35,False,False,,Women farmer,False,Kakamega,Vegetables,vegetative,long_rains,feature_phone,ussd,sw,medium,22408,False,False,False,True,False,True,weak,True,medium,70.0,False,none,False,0,none,False,high,weak,volatile,medium,high,medium,low,medium,high,0.3155,defaulted,0
SYN-15551,male,55,False,False,,Smallholder farmer,True,Nakuru,Vegetables,flowering,short_rains,smartphone,app,en,high,18150,False,True,True,True,False,False,none,True,weak,68.0,False,none,True,2,medium,True,high,weak,volatile,weak,medium,medium,high,none,medium,0.349,on_time,1
SYN-05082,male,37,False,False,,Smallholder farmer,True,Uasin Gishu,Maize,planting,short_rains,feature_phone,ussd,en,high,9009,True,False,True,False,True,False,none,True,medium,58.0,True,strong,True,2,medium,False,unknown,weak,volatile,strong,high,low,low,low,high,0.6057,late,0
SYN-22717,male,26,True,False,,Youth farmer,False,Machakos,Potatoes,planting,long_rains,feature_phone,ussd,sw,medium,21282,True,False,True,True,True,True,strong,False,none,,True,medium,True,3,medium,True,medium,strong,volatile,none,high,medium,high,medium,high,0.7655,fully_repaid,1
SYN-10331,female,27,True,False,,Youth farmer,False,Nakuru,Maize,vegetative,long_rains,feature_phone,ussd,en,medium,11759,False,False,False,True,False,True,medium,True,medium,59.0,True,weak,True,1,low,False,medium,weak,moderate,medium,high,medium,high,medium,high,0.4861,restructured,0
SYN-23872,male,33,True,False,,Youth farmer,False,Kisumu,Maize,planting,long_rains,shared_phone,ussd,en,medium,5407,True,False,False,True,False,True,medium,False,none,,True,medium,True,1,low,False,medium,medium,volatile,weak,low,low,low,low,low,0.8451,on_time,1
SYN-08504,female,41,False,False,,Women farmer,False,Bungoma,Sorghum,harvest,long_rains,smartphone,ussd,en,medium,5913,False,True,True,False,False,True,medium,True,weak,31.0,False,none,True,3,medium,False,high,weak,stable,medium,medium,low,low,none,medium,0.794,on_time,1
SYN-15938,male,24,True,True,hearing,PWD farmer,False,Machakos,Vegetables,planting,long_rains,feature_phone,ussd,sw,high,15586,False,False,False,False,False,True,strong,False,none,,False,none,True,1,low,True,medium,weak,unknown,weak,medium,medium,medium,medium,medium,0.3008,late,0
SYN-22641,male,22,True,False,,Youth farmer,False,Kakamega,Maize,flowering,short_rains,smartphone,app,en,medium,9892,False,False,True,True,False,False,none,False,none,,False,none,True,3,medium,True,medium,weak,volatile,medium,medium,low,high,none,medium,0.3572,defaulted,0
SYN-16669,female,36,False,False,,Women farmer,False,Kisumu,Maize,vegetative,short_rains,smartphone,app,en,medium,9164,False,False,False,False,False,True,medium,True,medium,40.0,False,none,True,5,high,False,high,medium,moderate,weak,low,low,high,none,low,0.708,restructured,0
SYN-13486,male,25,True,False,,Youth farmer,False,Kakamega,Maize,flowering,dry_season,smartphone,sms,en,medium,12737,True,False,False,True,False,True,medium,False,none,,False,none,True,1,low,False,low,none,moderate,strong,medium,medium,low,medium,medium,0.5941,late,0
SYN-20700,male,39,False,False,,Smallholder farmer,False,Machakos,Vegetables,harvest,short_rains,feature_phone,ussd,en,high,19334,True,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,True,high,weak,stable,medium,high,high,high,low,high,0.7254,on_time,1
SYN-19973,female,49,False,False,,Women farmer,False,Uasin Gishu,Maize,flowering,long_rains,feature_phone,ussd,sw,medium,12092,True,True,False,False,True,False,none,False,none,,True,medium,False,0,none,False,unknown,none,moderate,medium,low,high,low,low,low,0.1966,late,0
SYN-11915,male,23,True,False,,Youth farmer,False,Nakuru,Potatoes,harvest,long_rains,smartphone,sms,en,medium,20285,True,False,False,True,False,True,medium,True,weak,63.0,False,none,True,4,high,True,medium,weak,stable,medium,medium,low,low,low,medium,0.9567,on_time,1
SYN-22329,female,67,False,False,,Women farmer,True,Nakuru,Potatoes,harvest,dry_season,feature_phone,ussd,en,medium,8297,False,False,True,False,False,True,medium,True,medium,60.0,False,none,True,1,low,False,unknown,weak,unknown,none,medium,low,medium,low,medium,0.3003,restructured,0
SYN-04487,male,66,False,False,,Smallholder farmer,True,Uasin Gishu,Maize,harvest,short_rains,feature_phone,ussd,sw,high,9021,False,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,False,low,weak,volatile,weak,medium,medium,low,low,medium,0.277,late,0
SYN-27810,female,56,False,False,,Women farmer,False,Uasin Gishu,Tomatoes,vegetative,long_rains,feature_phone,ussd,en,medium,20149,True,False,True,True,True,False,none,False,none,,True,strong,False,0,none,False,unknown,medium,volatile,medium,high,medium,medium,low,high,0.6454,on_time,1
SYN-23172,female,38,False,False,,Women farmer,False,Nakuru,Sorghum,harvest,short_rains,feature_phone,ussd,sw,medium,8712,False,True,False,False,True,True,medium,False,none,,True,strong,True,7,high,False,high,none,unknown,medium,medium,medium,medium,medium,medium,0.4603,restructured,0
SYN-11503,female,46,False,False,,Women farmer,False,Machakos,Maize,planting,long_rains,feature_phone,ussd,en,medium,8542,False,False,False,False,True,True,medium,False,none,,True,medium,True,2,medium,False,low,medium,stable,medium,high,high,medium,medium,high,0.6427,late,0
SYN-10953,female,57,False,False,,Women farmer,False,Nakuru,Beans,planting,short_rains,feature_phone,ussd,en,high,9575,True,True,True,True,False,True,strong,True,medium,98.0,True,medium,True,2,medium,False,medium,medium,unknown,medium,medium,low,medium,none,medium,0.854,early,1
SYN-11218,male,39,False,False,,Smallholder farmer,True,Machakos,Maize,vegetative,dry_season,feature_phone,ussd,en,low,6697,True,False,False,False,False,True,medium,False,none,,False,none,True,6,high,True,low,strong,moderate,strong,medium,low,low,none,medium,0.9655,on_time,1
SYN-00654,male,45,False,False,,Smallholder farmer,False,Nakuru,Maize,planting,dry_season,feature_phone,ussd,en,low,6446,True,False,False,True,False,True,medium,False,none,,False,none,True,3,medium,False,medium,medium,moderate,strong,medium,medium,medium,medium,medium,0.7657,on_time,1
SYN-00054,male,52,False,False,,Smallholder farmer,True,Kisumu,Tomatoes,vegetative,short_rains,feature_phone,ussd,en,high,24519,False,False,True,False,True,False,none,False,none,,True,medium,True,1,low,True,low,weak,moderate,strong,medium,low,high,low,medium,0.4698,late,0
SYN-03846,female,67,False,False,,Women farmer,True,Kakamega,Potatoes,planting,long_rains,feature_phone,ussd,en,medium,13737,True,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,False,low,weak,volatile,weak,medium,low,low,low,medium,0.341,late,0
SYN-16238,female,67,False,False,,Women farmer,False,Kisumu,Maize,harvest,short_rains,smartphone,ussd,en,medium,7557,True,False,False,False,False,True,weak,False,none,,False,none,True,7,high,False,low,strong,stable,weak,low,low,medium,low,low,0.6283,late,0
SYN-11015,male,62,False,False,,Smallholder farmer,True,Uasin Gishu,Maize,flowering,long_rains,feature_phone,ussd,en,medium,14710,False,False,False,True,False,True,weak,True,medium,78.0,False,none,True,3,medium,False,low,medium,moderate,weak,medium,medium,low,medium,medium,0.6417,on_time,1
SYN-29832,male,30,True,False,,Youth farmer,False,Nakuru,Maize,planting,dry_season,feature_phone,ussd,en,medium,7850,True,True,True,False,True,True,medium,False,none,,True,medium,True,1,low,False,unknown,medium,moderate,none,medium,high,low,medium,medium,0.7057,restructured,0
SYN-02140,male,47,False,False,,Smallholder farmer,True,Bungoma,Potatoes,harvest,short_rains,smartphone,ussd,en,medium,17712,False,True,False,True,False,True,weak,False,none,,True,medium,True,1,low,False,high,medium,volatile,medium,medium,high,low,low,medium,0.5424,defaulted,0
SYN-23609,male,59,False,False,,Smallholder farmer,False,Nakuru,Vegetables,harvest,long_rains,smartphone,ussd,en,medium,24557,False,False,True,False,False,True,weak,True,strong,96.0,False,none,True,6,high,False,medium,medium,volatile,strong,high,medium,medium,none,high,0.6607,early,1
SYN-09157,female,19,True,False,,Youth farmer,False,Bungoma,Maize,planting,dry_season,feature_phone,ussd,sw,medium,9934,False,True,False,True,False,False,none,False,none,,False,none,False,0,none,False,medium,weak,unknown,none,high,medium,medium,medium,high,0.0607,late,0
SYN-12448,female,20,True,False,,Youth farmer,True,Kisumu,Tomatoes,harvest,long_rains,feature_phone,ussd,en,low,26352,False,False,True,False,False,True,medium,True,strong,80.0,False,none,True,1,low,False,medium,weak,stable,weak,medium,high,low,high,medium,0.5835,late,0
SYN-00141,male,35,False,False,,Smallholder farmer,True,Kakamega,Maize,planting,long_rains,feature_phone,ussd,en,medium,9183,False,False,False,True,False,True,weak,True,medium,71.0,False,none,True,3,medium,True,unknown,strong,moderate,medium,medium,low,low,low,medium,0.7426,on_time,1
SYN-09901,female,33,True,False,,Youth farmer,False,Makueni,Maize,flowering,short_rains,shared_phone,ussd,en,low,10009,False,False,False,True,False,False,none,True,strong,75.0,False,none,True,5,high,False,high,medium,moderate,none,medium,low,medium,low,medium,0.8749,on_time,1
SYN-23145,male,43,False,False,,Smallholder farmer,False,Machakos,Potatoes,harvest,long_rains,feature_phone,ussd,en,low,15952,True,False,False,False,False,True,medium,True,medium,62.0,False,none,True,2,medium,True,high,medium,stable,weak,medium,medium,medium,medium,medium,0.8811,late,0
SYN-29241,female,21,True,False,,Youth farmer,False,Machakos,Potatoes,flowering,dry_season,feature_phone,ussd,en,high,17885,False,False,False,True,False,False,none,True,strong,70.0,True,strong,True,3,medium,True,low,strong,moderate,strong,low,medium,high,none,low,0.9634,fully_repaid,1
SYN-01528,male,37,False,False,,Smallholder farmer,False,Kakamega,Tomatoes,flowering,short_rains,feature_phone,ussd,en,medium,19201,False,False,False,False,False,True,medium,True,weak,20.0,False,none,True,6,high,False,high,weak,moderate,weak,medium,high,medium,none,medium,0.5296,on_time,1
SYN-19713,female,60,False,False,,Women farmer,False,Uasin Gishu,Vegetables,flowering,short_rains,feature_phone,ussd,sw,low,21839,True,False,False,False,True,True,weak,False,none,,True,weak,False,0,none,False,medium,strong,volatile,none,high,high,medium,high,high,0.0843,defaulted,0
SYN-09728,female,38,False,False,,Women farmer,True,Kisumu,Tomatoes,vegetative,short_rains,smartphone,sms,en,low,17045,True,False,True,False,False,True,medium,False,none,,False,none,False,0,none,True,low,medium,volatile,weak,medium,medium,low,medium,medium,0.4052,late,0
SYN-19221,male,53,False,False,,Smallholder farmer,True,Machakos,Maize,planting,long_rains,feature_phone,ussd,en,medium,4575,True,False,False,False,False,True,medium,True,weak,43.0,False,none,False,0,none,True,medium,strong,moderate,weak,medium,medium,low,medium,medium,0.3998,restructured,0
SYN-08469,female,58,False,False,,Women farmer,False,Kisumu,Maize,flowering,short_rains,feature_phone,ussd,en,medium,10400,True,False,False,True,False,True,medium,False,none,,False,none,True,1,low,False,medium,none,moderate,strong,low,high,medium,low,low,0.8559,fully_repaid,1
SYN-14597,male,44,False,False,,Smallholder farmer,False,Bungoma,Tomatoes,planting,dry_season,feature_phone,ussd,sw,medium,19629,False,False,False,False,False,False,none,True,medium,65.0,False,none,True,1,low,True,unknown,medium,unknown,weak,medium,medium,medium,none,medium,0.1493,restructured,0
SYN-15025,male,52,False,True,mobility,PWD farmer,True,Machakos,Potatoes,vegetative,long_rains,feature_phone,ussd,en,medium,8497,False,False,False,False,False,False,none,True,strong,100.0,False,none,True,3,medium,True,medium,none,stable,weak,high,low,medium,low,high,0.3517,restructured,0
SYN-00023,male,36,False,False,,Smallholder farmer,True,Machakos,Tomatoes,vegetative,long_rains,smartphone,sms,en,low,19569,True,False,False,False,False,True,weak,True,medium,53.0,False,none,True,5,high,False,medium,strong,unknown,medium,high,high,medium,high,high,0.5816,fully_repaid,1
SYN-24277,male,31,True,True,other,PWD farmer,True,Kisumu,Maize,flowering,short_rains,feature_phone,ussd,en,medium,10640,True,False,False,True,False,True,medium,True,medium,92.0,False,none,True,1,low,False,medium,none,stable,none,low,medium,high,medium,low,0.711,on_time,1
SYN-14677,female,31,True,False,,Youth farmer,True,Nakuru,Potatoes,planting,long_rains,smartphone,app,en,low,15161,False,False,False,False,True,True,medium,True,weak,33.0,True,medium,False,0,none,False,medium,none,moderate,weak,medium,high,medium,none,medium,0.3506,late,0
SYN-00739,male,41,False,False,,Smallholder farmer,False,Nakuru,Potatoes,vegetative,short_rains,smartphone,app,sw,medium,17407,False,False,False,False,False,False,none,False,none,,False,none,True,2,medium,False,high,strong,volatile,weak,medium,low,medium,low,medium,0.2591,late,0
SYN-16431,male,51,False,False,,Smallholder farmer,False,Kakamega,Vegetables,planting,dry_season,feature_phone,ussd,en,high,21626,False,False,False,False,False,True,strong,False,none,,False,none,True,2,medium,False,low,medium,stable,medium,low,medium,medium,none,low,0.601,early,1
SYN-18437,female,46,False,False,,Women farmer,False,Kakamega,Beans,planting,short_rains,smartphone,ussd,en,medium,3132,False,False,True,True,False,False,none,True,strong,90.0,True,medium,True,3,medium,False,medium,strong,volatile,none,high,high,high,high,high,0.3748,restructured,0
SYN-18923,female,57,False,False,,Women farmer,False,Nakuru,Potatoes,planting,long_rains,shared_phone,ussd,en,high,13165,True,False,True,False,False,False,none,False,none,,False,none,True,1,low,True,medium,strong,moderate,weak,medium,low,medium,low,medium,0.5525,late,0
SYN-08260,female,54,False,False,,Women farmer,False,Uasin Gishu,Vegetables,flowering,short_rains,smartphone,ussd,en,medium,12684,True,False,False,False,True,False,none,True,medium,71.0,True,weak,True,3,medium,True,medium,none,stable,strong,medium,high,low,high,medium,0.7359,early,1
SYN-20875,male,61,False,False,,Smallholder farmer,True,Machakos,Maize,flowering,long_rains,feature_phone,ussd,en,medium,3250,False,False,False,True,False,True,medium,True,weak,29.0,True,medium,True,3,medium,False,high,medium,moderate,medium,high,high,medium,medium,high,0.7905,restructured,0
SYN-29758,male,21,True,False,,Youth farmer,False,Kisumu,Maize,planting,long_rains,feature_phone,ussd,en,low,6227,False,False,True,False,False,True,medium,True,medium,54.0,True,strong,True,3,medium,False,medium,none,unknown,medium,high,high,high,low,high,0.2467,late,0
SYN-07806,female,19,True,False,,Youth farmer,False,Nakuru,Maize,vegetative,long_rains,feature_phone,ussd,en,low,9327,True,False,True,False,True,False,none,False,none,,True,strong,True,1,low,False,high,strong,stable,weak,medium,high,low,medium,medium,0.9221,fully_repaid,1
SYN-27904,female,59,False,False,,Women farmer,False,Bungoma,Maize,planting,long_rains,smartphone,sms,en,medium,10307,True,False,True,False,False,True,weak,True,medium,61.0,False,none,False,0,none,True,high,weak,moderate,weak,low,medium,high,medium,low,0.7559,late,0
SYN-03579,female,19,True,False,,Youth farmer,False,Kakamega,Maize,planting,long_rains,smartphone,ussd,sw,medium,6901,False,False,False,False,False,True,medium,True,strong,81.0,False,none,True,1,low,False,low,none,stable,medium,low,medium,low,medium,low,0.6883,early,1
SYN-19963,male,48,False,False,,Smallholder farmer,True,Bungoma,Maize,vegetative,long_rains,feature_phone,ussd,sw,low,5337,False,False,True,False,False,True,medium,True,weak,44.0,False,none,True,3,medium,False,high,medium,stable,strong,low,medium,medium,none,low,0.8163,on_time,1
SYN-19544,female,63,False,False,,Women farmer,False,Kakamega,Maize,vegetative,long_rains,feature_phone,ussd,en,medium,9290,True,False,False,True,True,True,strong,False,none,,True,medium,True,1,low,False,low,none,moderate,strong,low,medium,medium,medium,low,0.8919,on_time,1
SYN-22592,female,67,False,False,,Women farmer,False,Kakamega,Sorghum,vegetative,long_rains,smartphone,sms,en,high,5734,False,False,True,True,True,False,none,True,strong,90.0,True,strong,True,2,medium,False,high,none,stable,medium,medium,medium,medium,medium,medium,0.9767,on_time,1
SYN-25065,female,25,True,False,,Youth farmer,True,Kisumu,Maize,vegetative,long_rains,feature_phone,ussd,sw,low,8419,True,False,False,False,False,True,medium,False,none,,False,none,True,4,high,False,medium,medium,unknown,none,low,medium,medium,low,low,0.8231,on_time,1
SYN-08765,male,65,False,False,,Smallholder farmer,False,Kisumu,Maize,planting,dry_season,feature_phone,ussd,en,medium,11155,True,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,True,low,none,moderate,weak,high,low,medium,low,high,0.4635,restructured,0
SYN-24867,male,26,True,False,,Youth farmer,True,Uasin Gishu,Maize,planting,short_rains,smartphone,sms,en,high,7606,True,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,True,medium,medium,stable,medium,low,medium,low,medium,low,0.8919,defaulted,0
SYN-09778,female,22,True,False,,Youth farmer,False,Machakos,Vegetables,vegetative,long_rains,feature_phone,ussd,en,low,15940,False,False,False,True,False,True,strong,False,none,,False,none,True,5,high,True,medium,weak,volatile,none,high,high,medium,none,high,0.1687,late,0
SYN-26115,male,33,True,True,mobility,PWD farmer,False,Machakos,Sorghum,vegetative,dry_season,shared_phone,ussd,en,low,7246,False,False,False,True,True,True,medium,False,none,,True,medium,True,7,high,False,unknown,medium,unknown,medium,high,medium,low,low,high,0.6468,on_time,1
SYN-16530,female,28,True,False,,Youth farmer,False,Uasin Gishu,Sorghum,flowering,long_rains,smartphone,app,sw,medium,5370,True,False,True,False,False,True,strong,False,none,,False,none,True,3,medium,False,high,medium,moderate,strong,low,high,low,medium,low,0.9263,fully_repaid,1
SYN-27239,male,53,False,False,,Smallholder farmer,False,Kakamega,Maize,harvest,dry_season,smartphone,sms,en,medium,8447,True,False,True,False,True,True,weak,False,none,,True,weak,True,2,medium,True,unknown,medium,moderate,weak,medium,low,medium,low,medium,0.7236,restructured,0
SYN-03422,male,18,True,False,,Youth farmer,False,Nakuru,Beans,flowering,long_rains,smartphone,app,en,high,7132,False,False,False,True,True,True,strong,False,none,,True,weak,True,2,medium,True,medium,weak,moderate,medium,high,medium,low,low,high,0.8332,late,0
SYN-20818,female,53,False,False,,Women farmer,True,Kakamega,Maize,planting,long_rains,shared_phone,ussd,sw,low,10526,False,True,False,True,True,False,none,True,strong,50.0,True,medium,True,2,medium,False,high,weak,volatile,medium,low,medium,low,low,low,0.776,on_time,1
SYN-24718,female,49,False,False,,Women farmer,False,Kisumu,Beans,flowering,long_rains,smartphone,ussd,sw,low,7034,True,False,False,False,False,False,none,True,weak,42.0,False,none,True,1,low,True,medium,weak,moderate,medium,high,high,medium,medium,high,0.3807,defaulted,0
SYN-15033,male,24,True,False,,Youth farmer,True,Nakuru,Sorghum,vegetative,long_rains,smartphone,ussd,en,high,4431,False,False,False,False,False,False,none,True,weak,49.0,False,none,True,1,low,False,high,medium,moderate,medium,medium,low,low,low,medium,0.6033,on_time,1
SYN-01804,female,52,False,False,,Women farmer,False,Nakuru,Potatoes,planting,long_rains,feature_phone,ussd,en,medium,11987,True,False,False,True,True,True,medium,True,weak,38.0,True,strong,False,0,none,True,medium,medium,volatile,medium,high,low,low,low,high,0.8915,on_time,1
SYN-23577,male,18,True,False,,Youth farmer,False,Nakuru,Potatoes,flowering,long_rains,smartphone,ussd,sw,high,16297,True,False,False,True,False,True,medium,False,none,,False,none,True,3,medium,False,medium,strong,moderate,none,high,medium,medium,medium,high,0.5656,defaulted,0
SYN-07135,female,46,False,False,,Women farmer,False,Bungoma,Vegetables,harvest,long_rains,smartphone,ussd,en,low,9381,True,False,False,True,False,False,none,False,none,,False,none,True,1,low,False,medium,strong,unknown,weak,low,high,low,medium,low,0.5326,fully_repaid,1
SYN-15956,female,34,True,False,,Youth farmer,False,Kakamega,Vegetables,vegetative,long_rains,feature_phone,ussd,en,medium,16945,True,True,True,False,False,False,none,True,medium,71.0,False,none,True,1,low,True,unknown,none,moderate,medium,low,low,low,low,low,0.4646,on_time,1
SYN-14201,male,67,False,False,,Smallholder farmer,False,Makueni,Maize,planting,long_rains,feature_phone,ussd,en,high,7574,False,False,False,True,False,True,weak,False,none,,False,none,True,1,low,True,high,strong,volatile,weak,high,medium,high,low,high,0.3672,late,0
SYN-25351,male,26,True,False,,Youth farmer,True,Kisumu,Potatoes,vegetative,long_rains,smartphone,app,en,medium,9907,False,False,False,False,True,False,none,False,none,,True,strong,True,7,high,True,high,weak,volatile,medium,medium,low,high,none,medium,0.8193,on_time,1
SYN-05223,female,38,False,False,,Women farmer,False,Bungoma,Sorghum,vegetative,dry_season,smartphone,ussd,en,high,8021,True,False,False,False,False,False,none,True,strong,47.0,False,none,True,6,high,False,medium,medium,stable,weak,high,medium,medium,medium,high,0.5936,fully_repaid,1
SYN-27850,male,37,False,False,,Smallholder farmer,False,Bungoma,Tomatoes,planting,short_rains,feature_phone,ussd,sw,high,14556,False,False,False,True,False,True,medium,True,medium,52.0,False,none,True,3,medium,True,low,medium,volatile,medium,medium,low,low,low,medium,0.6801,defaulted,0
SYN-27284,male,24,True,False,,Youth farmer,False,Nakuru,Potatoes,vegetative,short_rains,shared_phone,ussd,sw,medium,20554,True,False,False,True,False,True,strong,True,medium,71.0,False,none,True,1,low,True,medium,weak,volatile,medium,high,low,medium,low,high,0.7172,late,0
SYN-23434,male,53,False,False,,Smallholder farmer,False,Kakamega,Vegetables,planting,long_rains,smartphone,sms,en,medium,10000,True,True,True,False,False,True,medium,False,none,,True,strong,True,1,low,True,medium,medium,unknown,weak,low,low,medium,low,low,0.7499,defaulted,0
SYN-06084,female,19,True,False,,Youth farmer,False,Kakamega,Potatoes,planting,short_rains,smartphone,ussd,en,medium,15090,False,False,False,False,True,False,none,True,weak,37.0,True,medium,True,3,medium,True,low,none,stable,strong,low,medium,low,low,low,0.6557,restructured,0
SYN-05081,female,19,True,False,,Youth farmer,True,Nakuru,Vegetables,planting,long_rains,feature_phone,ussd,sw,medium,14274,False,False,True,True,False,True,strong,False,none,,False,none,True,1,low,False,medium,none,moderate,none,low,low,low,low,low,0.5543,restructured,0
SYN-05090,male,40,False,False,,Smallholder farmer,False,Kakamega,Beans,vegetative,dry_season,feature_phone,ussd,en,medium,6016,True,False,True,False,True,True,medium,False,none,,True,strong,True,2,medium,False,medium,medium,unknown,weak,medium,low,low,low,medium,0.8926,fully_repaid,1
SYN-19962,male,34,True,False,,Youth farmer,False,Kakamega,Maize,harvest,short_rains,feature_phone,ussd,en,low,9773,True,False,False,False,True,False,none,True,weak,47.0,True,medium,True,3,medium,False,medium,medium,moderate,weak,low,medium,medium,low,low,0.7573,fully_repaid,1
SYN-22301,male,27,True,False,,Youth farmer,False,Kakamega,Potatoes,flowering,long_rains,feature_phone,ussd,sw,high,20263,True,False,False,True,True,True,weak,False,none,,True,medium,True,3,medium,False,medium,none,moderate,medium,high,high,medium,high,high,0.5621,on_time,1
SYN-08051,female,46,False,False,,Women farmer,False,Kisumu,Sorghum,flowering,short_rains,feature_phone,ussd,sw,low,6811,True,False,False,True,False,False,none,False,none,,False,none,False,0,none,True,low,medium,unknown,weak,medium,high,medium,high,medium,0.2107,late,0
SYN-10845,male,54,False,False,,Smallholder farmer,False,Kisumu,Vegetables,flowering,short_rains,feature_phone,ussd,sw,medium,20012,False,False,False,True,False,True,medium,True,strong,88.0,False,none,True,6,high,False,unknown,medium,stable,strong,medium,medium,medium,low,medium,0.9076,on_time,1
SYN-26344,female,65,False,False,,Women farmer,False,Bungoma,Maize,harvest,dry_season,feature_phone,ussd,en,high,7629,True,False,False,True,False,True,strong,False,none,,False,none,True,2,medium,True,medium,strong,volatile,medium,medium,medium,medium,low,medium,0.8831,fully_repaid,1
SYN-01210,male,60,False,False,,Smallholder farmer,False,Kisumu,Sorghum,harvest,long_rains,smartphone,sms,sw,low,4990,False,False,False,True,False,True,strong,True,medium,55.0,False,none,True,6,high,False,low,weak,volatile,medium,medium,high,medium,high,medium,0.5264,early,1
SYN-15663,male,22,True,False,,Youth farmer,False,Makueni,Potatoes,planting,dry_season,smartphone,ussd,en,high,16638,False,False,False,True,False,True,weak,False,none,,False,none,True,3,medium,False,high,strong,moderate,weak,medium,medium,medium,none,medium,0.7738,fully_repaid,1
